岗位名称,工作地址,学历要求,工作经验,工作标签,企业名称,企业规模,企业福利,实习生,最低薪资,最高薪资
LINUX开发工程师,长沙,本科,1-3年,"C++,Java,Python,C++服务端开发经验",星辰信安,20-99人,无,0,10000,15000
GOLANG研发工程师,长沙,本科,3-5年,"Golang,计算机相关专业,Golang服务端开发经验",芒果tv,1000-9999人,"餐补,交通补助,年终奖,五险一金,带薪年假,包吃,定期体检,绩效工资,节日福利,零食下午茶,13薪",0,12000,20000
腾讯云CDN后台研发工程师,长沙,本科,3-5年,"C++,Golang,MySQL,Linux开发,部署经验,分布式经验",腾讯,10000人以上,"节日福利,补充医疗保险,公仔周边活动,股票期权,免费健身房,带薪年假,年终奖,五险一金,交通补助,免费班车,定期体检,餐补,住房补贴,包吃,零食下午茶,员工旅游,免费早晚餐,14薪",0,14000,25000
测试工程师,长沙,本科,1-3年,"自动化测试,功能测试,性能测试",中科云谷,500-999人,"定期体检,节日福利,员工旅游,生日福利,宿舍有空调,节假日加班费,团建聚餐,包住,带薪年假,住房补贴,工龄奖,补充医疗保险,高温补贴,免费工装,法定节假日三薪,五险一金,免费班车,年终奖,餐补,15薪",0,10000,15000
中级测试工程师,长沙,本科,3-5年,"功能测试,性能测试,JMeter",湖南电信数智公司,100-499人,"交通补助,定期体检,年终奖,意外险,补充医疗保险,节日福利,带薪年假,通讯补贴",0,8000,10000
高级JAVA开发工程师,长沙,本科,5-10年,"后端工程师,Java,Redis,MyBatis",声思智能,20-99人,"五险一金,节日福利,年终奖,带薪年假,餐补,团建活动,年度调薪",0,10000,12000
GOLANG资深开发工程师,长沙,本科,3-5年,"Golang,中大型项目开发经验,系统架构设计经验",天河国云,100-499人,"员工旅游,带薪年假,节日福利,零食下午茶,五险一金,加班补助,股票期权,年终奖,13薪",0,11000,20000
高级.NET开发工程师,长沙,大专,5-10年,"C#,微服务架构,.NET Core",由创科技,500-999人,"交通补助,定期体检,节日福利,年终奖,带薪年假,员工旅游,零食下午茶,健身房,五险一金,团建聚餐,加班补助",0,14000,25000
中级JAVA开发工程师,长沙,大专,3-5年,"SpringBoot,SpringCloud,Spring,Redis",高阳通联,500-999人,"带薪年假,餐补,通讯补贴,五险一金,年终奖,节日福利",0,11000,12000
后端LEADER,长沙,本科,5-10年,"Java开发经验,Java,不接受居家办公,团队管理经验",争渡网络,20-99人,"员工旅游,股票期权,加班补助,节日福利,五险一金",0,13000,17000
前端开发工程师,长沙,本科,5-10年,"Vue,HTML5,JavaScript,技术博客,开源项目有所贡献",HiShop,100-499人,"加班补助,团建聚餐,绩效奖金,节日福利,员工旅游,生日福利,零食下午茶,五险一金,带薪年假,全勤奖",0,10000,15000
JAVA开发工程师,长沙,本科,3-5年,"Java,SpringCloud,分布式技术,Redis,SpringBoot",咕泡科技,100-499人,"餐补,底薪加提成,五险一金,绩效奖金,股票期权,零食下午茶,定期体检,团建聚餐,年终奖,通讯补贴,员工旅游,节日福利,意外险,五险一金,带薪年假,15薪",0,14000,20000
功能测试+硬件测试,长沙,大专,5-10年,"功能测试,掌握软件测试理论和流程,软件开发经验",橙色魔方,500-999人,"年终奖,员工旅游,定期体检,带薪年假,零食下午茶,五险一金,加班补助,节日福利,补充医疗保险",0,10000,15000
前端开发,长沙,大专,3-5年,React,远浪网络科技,100-499人,五险一金,0,9000,12000
高级JAVA开发工程师,长沙,大专,3-5年,"Java开发经验,Java,分布式系统开发经验,JavaScript",湖南标普,20-99人,"年终奖,股票期权,带薪年假,交通补助,餐补,五险,员工旅游,节日福利,零食下午茶,通讯补贴",0,9000,14000
WEB网页设计网站前端开发工程师,长沙,高中,经验不限,"JavaScript,PHP,计算机相关专业",拓谋网络,20-99人,"股票期权,五险,带薪年假,零食下午茶,全勤奖,通讯补贴,员工旅游,交通补助,五险一金,年终奖,加班补助,节日福利,定期体检,补充医疗保险",0,3000,6000
测试工程师,长沙,本科,3-5年,"功能测试,LoadRunner,MySQL,禅道,Web端测试",澄科,20-99人,"节日福利,员工旅游,定期体检,年终奖,零食下午茶,五险一金,13薪",0,7000,9000
QT开发工程师,长沙,本科,1-3年,"C语言,Qt项目开发经验,qt",卓朗昆仑云,100-499人,"带薪年假,年终奖,餐补,五险一金,通讯补贴,节日福利",0,14000,28000
JAVA,长沙,本科,3-5年,"后端工程师,Java,Spring,MySQL,Java开发经验",蚂蚁集团,10000人以上,"全勤奖,餐补,五险一金,零食下午茶,定期体检,交通补助,员工旅游,包吃,住房补贴,免费班车,加班补助,节日福利,带薪年假,股票期权,年终奖,通讯补贴,13薪",0,12000,24000
OPENGL/WEBGL高级开发工程师,长沙,本科,1-3年,"图形,流媒体,C,C++,WebRTC,OpenGL,GLSL",千视电子,100-499人,"定期体检,股票期权,餐补,包住,提供住宿,全勤奖,带薪年假,节日福利,员工旅游,加班补助,年终奖,通讯补贴,交通补助,五险,13薪",0,10000,15000
测试工程师,长沙,本科,3-5年,"自动化测试,性能测试",梦饷科技,1000-9999人,"股票期权,餐补,带薪年假,绩效奖金,年终奖,定期体检,五险一金,13薪",0,10000,15000
.NET初级开发工程师,长沙,本科,1-3年,".NET,.NET Core,C#,.NET开发经验,前端开发经验",远舢智能,100-499人,"通讯补贴,节日福利,带薪年假,五险一金,定期体检,员工旅游,14薪",0,5000,10000
TEG09-雾计算后台开发工程师,长沙,本科,1-3年,"C++,Golang,计算机相关专业,C++服务端开发经验",腾讯,10000人以上,"年终奖,绩效奖金,免费班车,餐补,节日福利,补充医疗保险,意外险,免费早晚餐,住房补贴,带薪年假,股票期权,公仔周边活动,零食下午茶,交通补助,包吃,定期体检,五险一金,员工旅游,免费健身房,有无线网,14薪",0,14000,24000
C语言开发工程师,长沙,大专,3-5年,"C++,C语言",众微物联,20-99人,"生日福利,意外险,员工旅游,零食下午茶,团建聚餐,五险一金",0,11000,18000
WEB前端高级工程师,长沙,本科,1-3年,"JavaScript,CSS,Vue,前端开发经验",末羿软件,0-20人,"生日福利,工龄奖,节假日加班费,全勤奖,保底工资,五险一金",0,5000,6000
中级JAVA开发工程师,长沙,本科,5-10年,"全栈工程师,Java",梯哥哥,20-99人,"补充医疗保险,工龄奖,团建聚餐,底薪加提成,节假日加班费,生日福利,年终奖,绩效奖金,零食下午茶,免费工装,带薪年假,五险一金",0,8000,13000
JAVA开发工程师,长沙,大专,5-10年,"Java,SpringCloud,Kafka,MySQL,MongoDB,Redis",亿霆信息,100-499人,"带薪年假,补充医疗保险,节日带薪,节日福利,五险一金,生日津贴,加班补助",0,10000,13000
JAVA开发工程师,长沙,本科,1-3年,"Spring,Dubbo,MySQL,架构师",优积谷,500-999人,"员工旅游,五险一金,带薪年假,年终奖,定期体检,股票期权",0,8000,13000
软件测试,长沙,本科,1年以内,"自动化测试,性能测试,功能测试,计算机相关专业,Python",日炎科技,0-20人,无,0,5000,8000
.NETCORE开发工程师,长沙,本科,3-5年,".NET Core,.NET开发经验,APP开发经验,ASP.net core",名师汇,20-99人,"节日福利,带薪年假,团建聚餐,员工旅游,通讯补贴,绩效奖金,底薪加提成,定期体检,零食下午茶,五险一金,保底工资",0,12000,17000
中级测试工程师,长沙,大专,3-5年,功能测试,长沙翔创科技有限公司,20-99人,"绩效奖金,五险一金,团建聚餐,加班补助,节假日加班费,零食下午茶,年终奖",0,7000,10000
中级测试工程师,长沙,本科,3-5年,"功能测试,自动化测试,性能测试,Python,C++",弘达君康,20-99人,"五险一金,年终奖,股票期权,有无线网,企业年金",0,6000,8000
测试工程师,长沙,本科,经验不限,"性能测试,自动化测试,压力测试",蚂蚁集团,10000人以上,"全勤奖,带薪年假,加班补助,五险一金,通讯补贴,零食下午茶,员工旅游,股票期权,餐补,免费班车,年终奖,交通补助,住房补贴,节日福利,包吃,定期体检,15薪",0,10000,15000
.NET高级工程师,长沙,本科,5-10年,"C#,.NET Core,Vue,React,Angular,.NET开发经验,.NET",中德安普,20-99人,"年终奖,带薪年假,节日福利,五险,餐补",0,10000,15000
微信小程序开发,长沙,本科,经验不限,"CSS,不接受居家办公",元境科技,20-99人,"员工旅游,年终奖,餐补,团建聚餐,交通补助,全勤奖,五险一金,13薪",0,4000,6000
PHP开发工程师,长沙,大专,3-5年,"PHP,Python,大数据项目开发经验,计算机相关专业",云庭汇流,100-499人,"全勤奖,带薪年假,五险一金,保底工资,加班补助,绩效奖金,团建聚餐,底薪加提成,生日福利,节日福利,零食下午茶,年终奖,员工旅游",0,9000,14000
高级JAVA开发工程师,长沙,本科,5-10年,"Java,Spring,MySQL,团队管理经验,分布式系统开发经验",湖南和贵,100-499人,"年终奖,节日福利,夜班补助,免费工装,加班补助,五险一金,带薪年假,团建聚餐,13薪",0,14000,17000
JAVA中级开发工程师,长沙,大专,3-5年,"分布式技术,消息队列,多线程,Spring,SSM,SVN",曲尺墨斗,0-20人,五险一金,0,8000,11000
REACT前端,长沙,本科,5-10年,React,腾信软创,1000-9999人,"包吃,带薪年假,定期体检,餐补,股票期权,员工旅游,节日福利,五险一金",0,10000,11000
软件开发,长沙,本科,经验不限,无,仕远教育科技,0-20人,"五险一金,绩效奖金,包住,加班补助,全勤奖,包吃",0,5000,8000
测试工程师,长沙,本科,1-3年,"功能测试,性能测试,自动化测试,MySQL",未来盒子,0-20人,五险一金,0,8000,12000
JAVA工程师,长沙,本科,3-5年,"Java,Spring",华佑科技,20-99人,"带薪年假,定期体检,员工旅游,年终奖,零食下午茶,补充医疗保险,五险一金,节日福利",0,8000,13000
PHP高级研发工程师,长沙,本科,3-5年,"PHP,Laravel,Yii,ThinkPHP,PHP开发经验,服务端开发经验",海南乐读,100-499人,"全勤奖,零食下午茶,带薪年假,底薪加提成,工龄奖,五险一金,节日福利,年终奖,法定节假日三薪,意外险,13薪",0,12000,18000
PHP开发工程师,长沙,本科,1-3年,"全栈开发,SQL,Linux,宝塔,网络编程",湖南数店科技,20-99人,"底薪加提成,节日福利,全勤奖,零食下午茶,团建聚餐,年终奖,五险一金,工龄奖,绩效奖金,餐补,生日福利,13薪",0,6000,10000
JAVA开发工程师,贵阳,本科,3-5年,"后端工程师,全栈工程师,架构师,Java,Spring",数据宝,100-499人,"法定节假日三薪,工龄奖,底薪加提成,五险一金,员工旅游,通讯补贴,年终奖,带薪年假,有无线网,加班补助,节日福利",0,10000,15000
移动开发技术股东,贵阳,大专,经验不限,".NET,.NET Core,C#,计算机相关专业,.NET开发经验",字符火花,0-20人,无,0,20000,30000
中高级PHP开发工程师,贵阳,本科,1-3年,"PHP,Laravel,Yii,ThinkPHP,MySQL,Redis,MongoDB",博联思创,20-99人,"通讯补贴,定期体检,全勤奖,年终奖,带薪年假,餐补,交通补助,五险一金",0,7000,12000
高级前端开发,贵阳,大专,3-5年,"不接受居家办公,Vue,前端开发经验",贵州云推推网络科...,20-99人,"加班补助,五险一金,保底工资,餐补,交通补助,绩效奖金,全勤奖,带薪年假,股票期权,员工旅游,节日福利,年终奖",0,8000,12000
JAVA中级开发工程师,贵阳,本科,5-10年,"全栈工程师,Java,Java开发经验,Linux,多线程",贵州映象,20-99人,"零食下午茶,带薪年假,节日福利",0,9000,13000
软件开发工程师,贵阳,本科,3-5年,"Python,PHP,Django,计算机相关专业",朗玛信息,500-999人,"节日福利,带薪年假,交通补助,定期体检,五险一金,通讯补贴,餐补",0,8000,13000
C#工程师,贵阳,本科,1-3年,"C#,C#开发经验,计算机相关专业",广州极数科技有限公司,100-499人,"节日福利,加班补助,五险一金",0,7000,12000
后端工程师,贵阳,本科,3-5年,"Java,SQL,Spring,Spark",海纳天辰,20-99人,"零食下午茶,带薪年假,节日福利,免费停车,五险一金",0,9000,14000
后端工程师,贵阳,本科,经验不限,Java,多彩贵州科技,100-499人,"通讯补贴,交通补助,年终奖,定期体检,餐补,节日福利,带薪年假,五险一金,14薪",0,8000,13000
数据库工具研发工程师,贵阳,本科,3-5年,"Golang,k8s",易鲸捷,100-499人,"补充医疗保险,带薪年假,五险一金,节日福利,加班补助,法定节假日三薪,绩效奖金,定期体检,节假日加班费,股票期权,13薪",0,8000,13000
全栈工程师,贵阳,大专,经验不限,"全栈侧重前端,全栈侧重后端,JavaScript,HTML,CSS",WangID驰通网络,100-499人,"节日福利,带薪年假,交通补助,五险一金,年终奖,股票期权,补充医疗保险,全勤奖,员工旅游,通讯补贴,餐补",0,6000,11000
JAVA开发工程师,贵阳,本科,3-5年,"后端工程师,Java,MySQL,Java开发经验",宏思锐达,0-20人,"节假日加班费,加班补助,工龄奖,年终奖,股票期权,底薪加提成,保底工资,绩效奖金",0,9000,11000
中级JAVA开发工程师,贵阳,本科,1-3年,"Java,Spring,MyBatis,MySQL,Redis,ERP开发经验",智源成公司,20-99人,"意外险,加班补助,保底工资,五险一金,13薪",0,8000,12000
JAVA,贵阳,大专,1-3年,"后端工程师,全栈工程师,Java",贵州云创时泰网络科技,0-20人,"包住,包吃,底薪加提成",0,6000,11000
IOS开发工程师,贵阳,本科,1-3年,"架构设计,功能开发,性能优化,C++,Flutter",思特奇,1000-9999人,"带薪年假,员工旅游,餐补,平台好,通讯补贴,交通补助,五险一金,定期体检,年终奖,补充医疗保险",0,12000,16000
JAVA工程师,贵阳,本科,3-5年,"Java,JavaScript,MyBatis,Java开发经验",贵商易,100-499人,"加班补助,生日福利,有无线网,定期体检,零食下午茶,节日福利,员工旅游,年终奖,工龄奖,法定节假日三薪,节假日加班费,五险一金,保底工资,餐补,带薪年假,团建聚餐,股票期权,15薪",0,10000,12000
高级软件工程师,贵阳,本科,5-10年,"数据库,Linux,PHP",智游云,20-99人,"带薪年假,节假日加班费,五险一金,住房补贴,全勤奖,生日福利,年终奖,绩效奖金,节日福利,团建聚餐",0,10000,15000
JAVA,贵阳,本科,5-10年,"全栈工程师,企业级应用开发,全栈开发,微服务架构",政岿网络科技,100-499人,"股票期权,带薪年假,五险一金,全勤奖",0,12000,18000
JAVA开发工程师,贵阳,本科,1-3年,Spring,贵州微点科技有限公司,0-20人,"节日福利,零食下午茶,五险一金,周末双休",0,7000,12000
PYTHON后端开发工程师,贵阳,本科,1-3年,"服务端开发经验,后端,计算机相关专业,英语读写能力良好",临远科技,0-20人,"全勤奖,生日福利,零食下午茶,通讯补贴,保底工资,五险一金,带薪年假,底薪加提成,绩效奖金,住房补贴,餐补,年终奖",0,6000,11000
前端工程师,贵阳,本科,3-5年,"前端开发,全栈开发,JavaScript,HTML,CSS,React",贵州达泽科技有限公司,20-99人,无,0,7000,12000
JAVA研发工程师,贵阳,本科,3-5年,"Oracle,Java,JavaScript,Spring,Hibernate,JQuery",贵州爱信诺,500-999人,"交通补助,补充医疗保险,加班补助,全勤奖,带薪年假,年终奖,员工旅游,餐补,五险一金,节日福利,13薪",0,8000,13000
WEB前端,贵阳,本科,1-3年,"Vue,Angular,Node.js,计算机,软件工程相关专业",云腾志远,20-99人,"年终奖,五险一金,带薪年假,通讯补贴,餐补,13薪",0,7000,12000
高级PHP工程师,贵阳,本科,3-5年,"PHP,MySQL,Redis,MongoDB,Java",云光博恒,20-99人,"带薪年假,节日福利,员工旅游,餐补,五险一金,年终奖,股票期权,全勤奖",0,8000,11000
PYTHON,贵阳,本科,5-10年,"Python,C++,Django,Flask,Nginx,MySQL",梦福科技,0-20人,无,0,10000,15000
前端开发工程师,贵阳,本科,3-5年,前端开发,万福惠民,20-99人,"五险一金,定期体检,加班补助,全勤奖,年终奖,节日福利,餐补,交通补助,通讯补贴",0,7000,12000
塑封工艺工程师,贵阳,本科,3-5年,"包装,封装工艺,熟悉各类制造工艺,塑封",国科赛思,20-99人,"五险一金,带薪年假,股票期权,补充医疗保险,定期体检,年终奖,零食下午茶,节日福利",0,12000,18000
混底薪的来行政班,贵阳,中专/中技,经验不限,"企业（To B）,批发,零售,快消品,招商,商户拓展,电话销售",普数信息科技,100-499人,"带薪年假,保底工资,绩效奖金,年终奖",0,9000,14000
